channels,penalty,window_size,pelt_model,min_size_opt,min_size,seed,n_detected,location_error,ari,n_penalty,composite
all,7.0,30,l2,10,10,50,9,10.555555555555555,0.3358279147752832,0.0,0.4045806240543082
all,7.0,30,l2,10,10,51,8,6.875,0.42353899409488904,0.0,0.4705194970474445
all,7.0,30,l2,window,30,42,2,5.0,0.8033702162217033,1.0,0.8716851081108516
all,7.0,30,l2,window,30,43,3,8.333333333333332,0.7150846051159938,0.6666666666666667,0.7408756358913302
all,7.0,30,l2,window,30,44,3,8.333333333333332,0.7150846051159938,0.6666666666666667,0.7408756358913302
all,7.0,30,l2,window,30,45,2,10.0,0.6645159122223342,1.0,0.7722579561111671
all,7.0,30,l2,window,30,46,3,8.333333333333332,0.7150846051159938,0.6666666666666667,0.7408756358913302
all,7.0,30,l2,window,30,47,2,2.5,0.9038742317748124,1.0,0.9369371158874062
all,7.0,30,l2,window,30,48,2,7.5,0.7327851656346226,1.0,0.8213925828173112
all,7.0,30,l2,window,30,49,2,10.0,0.6844056129203071,1.0,0.7822028064601536
all,7.0,30,l2,window,30,50,2,10.0,0.6679306789076274,1.0,0.7739653394538137
all,7.0,30,l2,window,30,51,3,8.333333333333332,0.7150846051159938,0.6666666666666667,0.7408756358913302
all,8.0,15,rbf,5,5,42,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,5,5,43,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,5,5,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,5,5,45,1,16.0,0.5073487662737015,0.6666666666666667,0.5910077164701841
all,8.0,15,rbf,5,5,46,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,5,5,47,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,5,5,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,5,5,49,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,5,5,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,5,5,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,10,10,42,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,10,10,43,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,10,10,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,10,10,45,1,16.0,0.5073487662737015,0.6666666666666667,0.5910077164701841
all,8.0,15,rbf,10,10,46,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,10,10,47,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,10,10,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,10,10,49,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,10,10,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,10,10,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,window,15,42,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,window,15,43,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,window,15,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,window,15,45,1,16.0,0.5073487662737015,0.6666666666666667,0.5910077164701841
all,8.0,15,rbf,window,15,46,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,window,15,47,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,window,15,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,window,15,49,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,window,15,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,rbf,window,15,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,15,l2,5,5,42,14,8.964285714285715,0.271860584662419,0.0,0.38214457804549523
all,8.0,15,l2,5,5,43,14,10.857142857142858,0.2843564010586702,0.0,0.37703534338647793
all,8.0,15,l2,5,5,44,14,14.035714285714286,0.20427934591295888,0.0,0.3179253872421937
all,8.0,15,l2,5,5,45,7,10.107142857142858,0.42390191031450625,0.0,0.451308098014396
all,8.0,15,l2,5,5,46,11,11.204545454545455,0.3194931030097009,0.0,0.3925192787775777
all,8.0,15,l2,5,5,47,11,11.931818181818182,0.28448443168303034,0.0,0.3706513067506061
all,8.0,15,l2,5,5,48,13,9.788461538461538,0.262393744892804,0.0,0.3724661032156327
all,8.0,15,l2,5,5,49,13,9.692307692307692,0.2924691345595613,0.0,0.3880807211259345
all,8.0,15,l2,5,5,50,13,9.26923076923077,0.3194584234355433,0.0,0.404113827102387
all,8.0,15,l2,5,5,51,14,8.964285714285715,0.26745329400196655,0.0,0.37994093271526896
all,8.0,15,l2,10,10,42,10,8.5,0.3367812999299113,0.0,0.4173906499649556
all,8.0,15,l2,10,10,43,10,11.25,0.29257527909014863,0.0,0.37878763954507433
all,8.0,15,l2,10,10,44,10,11.0,0.30355284427744383,0.0,0.3857764221387219
all,8.0,15,l2,10,10,45,7,10.107142857142858,0.42390191031450625,0.0,0.451308098014396
all,8.0,15,l2,10,10,46,9,10.583333333333334,0.3451022068277835,0.0,0.4090511034138917
all,8.0,15,l2,10,10,47,8,10.375,0.36274076040468395,0.0,0.419120380202342
all,8.0,15,l2,10,10,48,10,8.5,0.3337422537833453,0.0,0.4158711268916726
all,8.0,15,l2,10,10,49,8,12.8125,0.3354530544125687,0.0,0.39085152720628435
all,8.0,15,l2,10,10,50,10,9.0,0.3236399920707502,0.0,0.4078199960353751
all,8.0,15,l2,10,10,51,9,8.277777777777779,0.41548167888938603,0.0,0.4580741727780263
all,8.0,15,l2,window,15,42,6,13.75,0.36650260631521714,0.0,0.40075130315760854
all,8.0,15,l2,window,15,43,7,9.892857142857142,0.39864456907434853,0.0,0.4399651416800314
all,8.0,15,l2,window,15,44,5,16.8,0.37374138599959356,0.0,0.38607069299979674
all,8.0,15,l2,window,15,45,6,12.5,0.38298766860441225,0.0,0.4164938343022061
all,8.0,15,l2,window,15,46,6,7.583333333333333,0.4798014422100345,0.0,0.49440072110501726
all,8.0,15,l2,window,15,47,7,11.5,0.37252386644509017,0.0,0.41726193322254507
all,8.0,15,l2,window,15,48,6,7.5,0.5003966979617281,0.0,0.505198348980864
all,8.0,15,l2,window,15,49,7,8.857142857142858,0.41885141453440766,0.0,0.45628285012434666
all,8.0,15,l2,window,15,50,8,8.75,0.3695386916476423,0.0,0.43226934582382115
all,8.0,15,l2,window,15,51,5,6.2,0.6020958800670387,0.0,0.5638479400335193
all,8.0,20,rbf,5,5,42,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,5,5,43,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,5,5,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,5,5,45,1,17.5,0.48687804298776866,0.6666666666666667,0.5717723548272178
all,8.0,20,rbf,5,5,46,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,5,5,47,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,5,5,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,5,5,49,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,5,5,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,5,5,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,10,10,42,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,10,10,43,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,10,10,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,10,10,45,1,17.5,0.48687804298776866,0.6666666666666667,0.5717723548272178
all,8.0,20,rbf,10,10,46,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,10,10,47,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,10,10,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,10,10,49,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,10,10,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,10,10,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,window,20,42,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,window,20,43,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,window,20,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,window,20,45,1,17.5,0.48687804298776866,0.6666666666666667,0.5717723548272178
all,8.0,20,rbf,window,20,46,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,window,20,47,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,window,20,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,window,20,49,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,window,20,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,rbf,window,20,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,20,l2,5,5,42,11,9.318181818181818,0.47093556752443644,0.0,0.4795586928531273
all,8.0,20,l2,5,5,43,12,11.875,0.24518743667679838,0.0,0.35134371833839917
all,8.0,20,l2,5,5,44,12,12.5,0.3096805657156791,0.0,0.37984028285783955
all,8.0,20,l2,5,5,45,11,7.613636363636363,0.3425295888490247,0.0,0.42558297624269414
all,8.0,20,l2,5,5,46,12,10.833333333333334,0.30743691899070386,0.0,0.3887184594953519
all,8.0,20,l2,5,5,47,10,10.25,0.39193601044727394,0.0,0.43446800522363693
all,8.0,20,l2,5,5,48,12,10.208333333333332,0.29977126221667705,0.0,0.38863563110833854
all,8.0,20,l2,5,5,49,12,10.208333333333334,0.27347625052543084,0.0,0.37548812526271536
all,8.0,20,l2,5,5,50,15,7.333333333333333,0.28768456233870626,0.0,0.39984228116935305
all,8.0,20,l2,5,5,51,14,7.857142857142857,0.32168065822996283,0.0,0.41369747197212425
all,8.0,20,l2,10,10,42,6,9.166666666666668,0.5895316804407713,0.0,0.5397658402203857
all,8.0,20,l2,10,10,43,7,9.642857142857142,0.5115897916178881,0.0,0.4979377529518012
all,8.0,20,l2,10,10,44,7,13.571428571428571,0.357275713324627,0.0,0.3972092852337421
all,8.0,20,l2,10,10,45,9,10.0,0.3377777777777778,0.0,0.40888888888888886
all,8.0,20,l2,10,10,46,7,11.25,0.3971477787124945,0.0,0.43107388935624724
all,8.0,20,l2,10,10,47,8,9.6875,0.4377809890815671,0.0,0.4607654945407835
all,8.0,20,l2,10,10,48,10,10.25,0.3150701950552864,0.0,0.3960350975276432
all,8.0,20,l2,10,10,49,9,10.0,0.36020120230646546,0.0,0.4201006011532327
all,8.0,20,l2,10,10,50,9,7.777777777777778,0.39423432302574846,0.0,0.4504504948462075
all,8.0,20,l2,10,10,51,8,9.0625,0.4519868873430879,0.0,0.47161844367154393
all,8.0,20,l2,window,20,42,4,10.0,0.6212053237625244,0.33333333333333337,0.6172693285479288
all,8.0,20,l2,window,20,43,5,7.25,0.5549478257496412,0.0,0.5339739128748207
all,8.0,20,l2,window,20,44,4,12.5,0.5060277275467149,0.33333333333333337,0.5446805304400241
all,8.0,20,l2,window,20,45,4,10.625,0.5798082346305696,0.33333333333333337,0.5928207839819515
all,8.0,20,l2,window,20,46,4,16.25,0.41621458710066306,0.33333333333333337,0.4772739602169982
all,8.0,20,l2,window,20,47,4,8.125,0.626062853504139,0.33333333333333337,0.6309480934187361
all,8.0,20,l2,window,20,48,4,9.375,0.5910133483737544,0.33333333333333337,0.6059233408535438
all,8.0,20,l2,window,20,49,3,13.75,0.4991341550371804,0.6666666666666667,0.6004004108519236
all,8.0,20,l2,window,20,50,5,9.5,0.508708638814539,0.0,0.4973543194072695
all,8.0,20,l2,window,20,51,4,7.5,0.6497257360349267,0.33333333333333337,0.64652953468413
all,8.0,25,rbf,5,5,42,1,20.5,0.3886413801508524,0.6666666666666667,0.5046540234087595
all,8.0,25,rbf,5,5,43,1,24.0,0.4402831388889892,0.6666666666666667,0.509474902777828
all,8.0,25,rbf,5,5,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,5,5,45,1,18.5,0.47518957537974654,0.6666666666666667,0.5599281210232065
all,8.0,25,rbf,5,5,46,1,23.5,0.44135129541658846,0.6666666666666667,0.5130089810416276
all,8.0,25,rbf,5,5,47,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,5,5,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,5,5,49,1,15.5,0.49666382957217303,0.6666666666666667,0.5886652481194199
all,8.0,25,rbf,5,5,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,5,5,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,10,10,42,1,20.5,0.3886413801508524,0.6666666666666667,0.5046540234087595
all,8.0,25,rbf,10,10,43,1,24.0,0.4402831388889892,0.6666666666666667,0.509474902777828
all,8.0,25,rbf,10,10,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,10,10,45,1,18.5,0.47518957537974654,0.6666666666666667,0.5599281210232065
all,8.0,25,rbf,10,10,46,1,23.5,0.44135129541658846,0.6666666666666667,0.5130089810416276
all,8.0,25,rbf,10,10,47,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,10,10,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,10,10,49,1,15.5,0.49666382957217303,0.6666666666666667,0.5886652481194199
all,8.0,25,rbf,10,10,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,10,10,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,window,25,42,1,20.5,0.3886413801508524,0.6666666666666667,0.5046540234087595
all,8.0,25,rbf,window,25,43,1,24.0,0.4402831388889892,0.6666666666666667,0.509474902777828
all,8.0,25,rbf,window,25,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,window,25,45,1,18.5,0.47518957537974654,0.6666666666666667,0.5599281210232065
all,8.0,25,rbf,window,25,46,1,23.5,0.44135129541658846,0.6666666666666667,0.5130089810416276
all,8.0,25,rbf,window,25,47,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,window,25,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,window,25,49,1,15.5,0.49666382957217303,0.6666666666666667,0.5886652481194199
all,8.0,25,rbf,window,25,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,rbf,window,25,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,25,l2,5,5,42,10,7.85,0.48940876398741234,0.0,0.49760438199370616
all,8.0,25,l2,5,5,43,7,7.785714285714286,0.5537565329658733,0.0,0.5301639807686509
all,8.0,25,l2,5,5,44,12,10.25,0.307770510579797,0.0,0.3923852552898985
all,8.0,25,l2,5,5,45,12,8.875,0.33010586557903154,0.0,0.41180293278951574
all,8.0,25,l2,5,5,46,9,6.361111111111111,0.49553665096229044,0.0,0.5096016588144785
all,8.0,25,l2,5,5,47,11,8.59090909090909,0.33165395901261446,0.0,0.4142815249608527
all,8.0,25,l2,5,5,48,14,7.642857142857143,0.287254559535922,0.0,0.3977701369108182
all,8.0,25,l2,5,5,49,11,8.613636363636363,0.34435643859727627,0.0,0.42049640111681996
all,8.0,25,l2,5,5,50,12,9.5,0.3146616804487596,0.0,0.4003308402243798
all,8.0,25,l2,5,5,51,12,11.0,0.30554320365484505,0.0,0.38677160182742254
all,8.0,25,l2,10,10,42,5,8.8,0.6338426097627899,0.0,0.5641213048813949
all,8.0,25,l2,10,10,43,6,8.0,0.5736283434297623,0.0,0.5388141717148811
all,8.0,25,l2,10,10,44,8,12.1875,0.33648687747406125,0.0,0.3951184387370306
all,8.0,25,l2,10,10,45,9,8.305555555555555,0.36507662825811726,0.0,0.4327049807957253
all,8.0,25,l2,10,10,46,6,10.833333333333332,0.47328740982662937,0.0,0.47164370491331464
all,8.0,25,l2,10,10,47,8,8.0625,0.4212463776524932,0.0,0.4622481888262466
all,8.0,25,l2,10,10,48,8,12.5625,0.36173433564586677,0.0,0.4054921678229334
all,8.0,25,l2,10,10,49,7,8.428571428571429,0.5241807474476139,0.0,0.5115189451523784
all,8.0,25,l2,10,10,50,8,10.3125,0.3649695470273107,0.0,0.42060977351365536
all,8.0,25,l2,10,10,51,9,9.722222222222221,0.34235186777207943,0.0,0.4128426005527064
all,8.0,25,l2,window,25,42,3,9.083333333333332,0.6633286121229709,0.6666666666666667,0.7104976393948188
all,8.0,25,l2,window,25,43,3,10.083333333333332,0.6469700856001357,0.6666666666666667,0.6963183761334011
all,8.0,25,l2,window,25,44,4,12.25,0.54398803547145,0.33333333333333337,0.5651606844023916
all,8.0,25,l2,window,25,45,4,12.25,0.54398803547145,0.33333333333333337,0.5651606844023916
all,8.0,25,l2,window,25,46,3,12.0,0.5849726680825876,0.6666666666666667,0.653819667374627
all,8.0,25,l2,window,25,47,2,2.0,0.9213660426221838,1.0,0.948683021311092
all,8.0,25,l2,window,25,48,4,12.25,0.54398803547145,0.33333333333333337,0.5651606844023916
all,8.0,25,l2,window,25,49,3,7.166666666666667,0.7339301040892622,0.6666666666666667,0.7572983853779645
all,8.0,25,l2,window,25,50,4,12.25,0.54398803547145,0.33333333333333337,0.5651606844023916
all,8.0,25,l2,window,25,51,4,12.25,0.54398803547145,0.33333333333333337,0.5651606844023916
all,8.0,30,rbf,5,5,42,1,17.5,0.4517840335415419,0.6666666666666667,0.5542253501041043
all,8.0,30,rbf,5,5,43,1,25.0,0.4394281414597442,0.6666666666666667,0.5030474040632054
all,8.0,30,rbf,5,5,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,5,5,45,1,20.0,0.4606778545574202,0.6666666666666667,0.5436722606120434
all,8.0,30,rbf,5,5,46,1,25.0,0.4394281414597442,0.6666666666666667,0.5030474040632054
all,8.0,30,rbf,5,5,47,1,12.5,0.5681159420289855,0.6666666666666667,0.642391304347826
all,8.0,30,rbf,5,5,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,5,5,49,1,12.5,0.5681159420289855,0.6666666666666667,0.642391304347826
all,8.0,30,rbf,5,5,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,5,5,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,10,10,42,1,17.5,0.4517840335415419,0.6666666666666667,0.5542253501041043
all,8.0,30,rbf,10,10,43,1,25.0,0.4394281414597442,0.6666666666666667,0.5030474040632054
all,8.0,30,rbf,10,10,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,10,10,45,1,20.0,0.4606778545574202,0.6666666666666667,0.5436722606120434
all,8.0,30,rbf,10,10,46,1,25.0,0.4394281414597442,0.6666666666666667,0.5030474040632054
all,8.0,30,rbf,10,10,47,1,12.5,0.5681159420289855,0.6666666666666667,0.642391304347826
all,8.0,30,rbf,10,10,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,10,10,49,1,12.5,0.5681159420289855,0.6666666666666667,0.642391304347826
all,8.0,30,rbf,10,10,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,10,10,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,window,30,42,1,17.5,0.4517840335415419,0.6666666666666667,0.5542253501041043
all,8.0,30,rbf,window,30,43,1,25.0,0.4394281414597442,0.6666666666666667,0.5030474040632054
all,8.0,30,rbf,window,30,44,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,window,30,45,1,20.0,0.4606778545574202,0.6666666666666667,0.5436722606120434
all,8.0,30,rbf,window,30,46,1,25.0,0.4394281414597442,0.6666666666666667,0.5030474040632054
all,8.0,30,rbf,window,30,47,1,12.5,0.5681159420289855,0.6666666666666667,0.642391304347826
all,8.0,30,rbf,window,30,48,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,window,30,49,1,12.5,0.5681159420289855,0.6666666666666667,0.642391304347826
all,8.0,30,rbf,window,30,50,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,rbf,window,30,51,0,50.0,0.0,0.33333333333333337,0.06666666666666668
all,8.0,30,l2,5,5,42,6,12.083333333333332,0.4408166328904901,0.0,0.44790831644524504
all,8.0,30,l2,5,5,43,8,9.0625,0.5202684355483145,0.0,0.5057592177741572
all,8.0,30,l2,5,5,44,12,10.833333333333334,0.29977126221667705,0.0,0.3848856311083385
all,8.0,30,l2,5,5,45,11,8.295454545454547,0.3745679012345679,0.0,0.4375112233445567
all,8.0,30,l2,5,5,46,7,8.571428571428571,0.486287415765554,0.0,0.49171513645420556
all,8.0,30,l2,5,5,47,10,5.0,0.43800949020562113,0.0,0.48900474510281056
all,8.0,30,l2,5,5,48,9,8.194444444444445,0.44489844970556425,0.0,0.4732825581861155
all,8.0,30,l2,5,5,49,7,5.714285714285714,0.6157872455066774,0.0,0.5736079084676244
all,8.0,30,l2,5,5,50,9,13.88888888888889,0.3454826071470972,0.0,0.38940797024021523
all,8.0,30,l2,5,5,51,9,15.694444444444445,0.2971136163748301,0.0,0.3543901415207484
all,8.0,30,l2,10,10,42,6,8.333333333333332,0.5299684542586751,0.0,0.5149842271293376
all,8.0,30,l2,10,10,43,5,8.0,0.5925759448627187,0.0,0.5482879724313594
all,8.0,30,l2,10,10,44,8,12.1875,0.3366520964869678,0.0,0.3952010482434839
all,8.0,30,l2,10,10,45,8,7.5,0.4758135444151275,0.0,0.49290677220756374
all,8.0,30,l2,10,10,46,7,8.928571428571429,0.47940957091822717,0.0,0.486133356887685
all,8.0,30,l2,10,10,47,8,7.1875,0.4354695687222894,0.0,0.47460978436114465
all,8.0,30,l2,10,10,48,8,7.5,0.4730798267572615,0.0,0.4915399133786308
all,8.0,30,l2,10,10,49,7,5.714285714285714,0.6157872455066774,0.0,0.5736079084676244
all,8.0,30,l2,10,10,50,6,13.333333333333334,0.40934457145056385,0.0,0.42467228572528193
all,8.0,30,l2,10,10,51,7,11.607142857142858,0.3665117018317638,0.0,0.41361299377302474
all,8.0,30,l2,window,30,42,2,5.0,0.8033702162217033,1.0,0.8716851081108516
all,8.0,30,l2,window,30,43,3,8.333333333333332,0.7150846051159938,0.6666666666666667,0.7408756358913302
all,8.0,30,l2,window,30,44,3,8.333333333333332,0.7150846051159938,0.6666666666666667,0.7408756358913302
all,8.0,30,l2,window,30,45,2,10.0,0.6645159122223342,1.0,0.7722579561111671
all,8.0,30,l2,window,30,46,3,8.333333333333332,0.7150846051159938,0.6666666666666667,0.7408756358913302
all,8.0,30,l2,window,30,47,2,2.5,0.9038742317748124,1.0,0.9369371158874062
all,8.0,30,l2,window,30,48,2,7.5,0.7327851656346226,1.0,0.8213925828173112
all,8.0,30,l2,window,30,49,2,10.0,0.6844056129203071,1.0,0.7822028064601536
all,8.0,30,l2,window,30,50,2,10.0,0.6679306789076274,1.0,0.7739653394538137
all,8.0,30,l2,window,30,51,3,8.333333333333332,0.7150846051159938,0.6666666666666667,0.7408756358913302
fit_quality,3.0,15,rbf,5,5,42,2,29.25,0.2258183379364666,1.0,0.43740916896823334
fit_quality,3.0,15,rbf,5,5,43,2,22.5,0.38787428930778706,1.0,0.5589371446538935
fit_quality,3.0,15,rbf,5,5,44,4,14.75,0.4527856405817837,0.33333333333333337,0.5045594869575586
fit_quality,3.0,15,rbf,5,5,45,4,11.875,0.5268946507951521,0.33333333333333337,0.5588639920642426
fit_quality,3.0,15,rbf,5,5,46,4,20.375,0.3750720299236009,0.33333333333333337,0.4319526816284671
fit_quality,3.0,15,rbf,5,5,47,3,11.166666666666668,0.6448850953538525,0.6666666666666667,0.6887758810102595
fit_quality,3.0,15,rbf,5,5,48,2,12.0,0.6120088076561744,1.0,0.7340044038280871
fit_quality,3.0,15,rbf,5,5,49,2,20.5,0.3847846380308136,1.0,0.5693923190154069
fit_quality,3.0,15,rbf,5,5,50,3,16.583333333333332,0.4512958724921876,0.6666666666666667,0.5594812695794271
fit_quality,3.0,15,rbf,5,5,51,5,7.2,0.607284272982482,0.0,0.560442136491241
fit_quality,3.0,15,rbf,10,10,42,2,29.25,0.2258183379364666,1.0,0.43740916896823334
fit_quality,3.0,15,rbf,10,10,43,2,22.5,0.38787428930778706,1.0,0.5589371446538935
fit_quality,3.0,15,rbf,10,10,44,4,14.75,0.4527856405817837,0.33333333333333337,0.5045594869575586
fit_quality,3.0,15,rbf,10,10,45,4,11.875,0.5268946507951521,0.33333333333333337,0.5588639920642426
fit_quality,3.0,15,rbf,10,10,46,3,18.0,0.42193939760371635,0.6666666666666667,0.5363030321351916
fit_quality,3.0,15,rbf,10,10,47,3,11.166666666666668,0.6448850953538525,0.6666666666666667,0.6887758810102595
fit_quality,3.0,15,rbf,10,10,48,2,12.0,0.6120088076561744,1.0,0.7340044038280871
fit_quality,3.0,15,rbf,10,10,49,2,20.5,0.3847846380308136,1.0,0.5693923190154069
fit_quality,3.0,15,rbf,10,10,50,3,16.583333333333332,0.4512958724921876,0.6666666666666667,0.5594812695794271
fit_quality,3.0,15,rbf,10,10,51,5,7.2,0.607284272982482,0.0,0.560442136491241
fit_quality,3.0,15,rbf,window,15,42,2,29.25,0.2258183379364666,1.0,0.43740916896823334
fit_quality,3.0,15,rbf,window,15,43,2,22.5,0.38787428930778706,1.0,0.5589371446538935
fit_quality,3.0,15,rbf,window,15,44,3,11.583333333333332,0.5914346777332586,0.6666666666666667,0.6595506721999627
fit_quality,3.0,15,rbf,window,15,45,2,18.75,0.41737758712418566,1.0,0.5961887935620929
fit_quality,3.0,15,rbf,window,15,46,3,18.0,0.42193939760371635,0.6666666666666667,0.5363030321351916
fit_quality,3.0,15,rbf,window,15,47,3,10.333333333333332,0.6425447349514523,0.6666666666666667,0.6926057008090594
fit_quality,3.0,15,rbf,window,15,48,2,12.0,0.6120088076561744,1.0,0.7340044038280871
fit_quality,3.0,15,rbf,window,15,49,2,20.5,0.3847846380308136,1.0,0.5693923190154069
fit_quality,3.0,15,rbf,window,15,50,1,40.5,0.09487782939241224,0.6666666666666667,0.23777224802953945
fit_quality,3.0,15,rbf,window,15,51,4,10.0,0.5620696273902924,0.33333333333333337,0.5877014803618128
fit_quality,3.0,15,l2,5,5,42,14,10.5,0.2687196186226327,0.0,0.37135980931131635
fit_quality,3.0,15,l2,5,5,43,18,12.055555555555555,0.22636015637726015,0.0,0.34084674485529676
fit_quality,3.0,15,l2,5,5,44,14,14.0,0.20291903021983568,0.0,0.3174595151099178
fit_quality,3.0,15,l2,5,5,45,11,12.204545454545455,0.2630984234279545,0.0,0.3583219389867045
fit_quality,3.0,15,l2,5,5,46,12,11.041666666666666,0.2960833608776797,0.0,0.3817916804388398
fit_quality,3.0,15,l2,5,5,47,15,11.983333333333333,0.24125034527519493,0.0,0.34872517263759745
