channels,penalty,window_size,pelt_model,min_size_opt,composite_mean,composite_std,ari_mean,ari_std,location_error_mean,location_error_std,n_detected_mean,n_detected_std
r2_only,4.0,25,l2,window,0.7086996724988959,0.13332779086349503,0.6266660116644583,0.14730572596984653,11.883333333333333,6.092800852007411,2.3,0.8232726023485646
no_jaccard,6.0,25,l2,window,0.7018041532417376,0.15023626713067595,0.6613749731501419,0.14360977551049375,9.258333333333333,3.9968062095307055,3.1,0.8755950357709131
no_jaccard,8.0,25,l2,window,0.7018041532417376,0.15023626713067595,0.6613749731501419,0.14360977551049375,9.258333333333333,3.9968062095307055,3.1,0.8755950357709131
no_jaccard,7.0,25,l2,window,0.7018041532417376,0.15023626713067595,0.6613749731501419,0.14360977551049375,9.258333333333333,3.9968062095307055,3.1,0.8755950357709131
residuals,6.0,30,l2,window,0.7011827668616288,0.1322245029270199,0.6336988670565911,0.15357028088151378,11.5,5.635535401295893,1.9,0.8755950357709131
residuals,5.0,30,l2,window,0.7011827668616288,0.1322245029270199,0.6336988670565911,0.15357028088151378,11.5,5.635535401295893,1.9,0.8755950357709131
no_jaccard,3.0,30,rbf,window,0.7003793441238294,0.14648304716487276,0.6214253549143255,0.15931712440641896,12.833333333333334,6.95221787153807,1.7,0.6749485577105528
fit_quality,3.0,25,l2,window,0.6992858442327624,0.14112846635015344,0.6588383551321916,0.1429708100995477,9.466666666666665,4.080441152620633,3.1,0.7378647873726218
r2_resid,8.0,25,l2,window,0.6992589992852227,0.12011107187051835,0.6404179985704455,0.11771077367114792,10.158333333333333,3.4890591784343927,2.7,0.9486832980505139
residuals,3.0,25,l2,window,0.6973981808108222,0.11292646816985169,0.6315630282883109,0.13634573527755384,10.841666666666665,4.480315313528945,2.6,0.8432740427115677
residuals,7.0,30,l2,window,0.6963351691416829,0.13149419069104912,0.6186703382833658,0.15206702591840304,12.166666666666666,5.613585812919613,1.8,0.7888106377466155
fit_quality,3.0,30,rbf,window,0.6952484256601681,0.12830710637135187,0.608163517987003,0.14682016099251557,12.583333333333332,5.449685685805566,1.7,0.6749485577105528
no_jaccard,5.0,25,l2,window,0.691670682917046,0.15618232937919865,0.6552413658340921,0.1475261524599919,9.325,4.045163626533801,3.2,0.9189365834726815
residuals,8.0,30,l2,window,0.691487571421737,0.13055996608503345,0.6036418095101406,0.14887251541654034,12.833333333333334,5.50252467307306,1.7,0.6749485577105528
r2_resid,7.0,25,l2,window,0.6910348579718073,0.11675794231929468,0.638003049276948,0.11720434976272055,10.216666666666665,3.4816981808051977,2.8,0.9189365834726815
r2_resid,3.0,25,l2,window,0.6852775167220757,0.14982568507305427,0.6476550334441513,0.15178958123920544,9.758333333333333,4.27659615715092,3.2,0.7888106377466155
fit_quality,3.0,25,rbf,window,0.6833182011725616,0.12240852008752338,0.5885030690117897,0.1461237007964909,12.933333333333334,5.260615370284552,1.9,0.7378647873726218
no_jaccard,3.0,30,rbf,5,0.6748372769039817,0.1369238737598255,0.61984122047463,0.12556021111265683,10.291666666666668,3.175061970815455,3.1,0.9944289260117533
no_jaccard,3.0,30,rbf,10,0.6748372769039817,0.1369238737598255,0.61984122047463,0.12556021111265683,10.291666666666668,3.175061970815455,3.1,0.9944289260117533
r2_only,6.0,30,l2,window,0.6692405758120448,0.2531909789711984,0.588147818290756,0.2592173036030465,15.25,13.715866724345203,1.5,0.7071067811865476
residuals,7.0,25,l2,window,0.6685652116666959,0.12049926486115958,0.5669970900000585,0.15259045202789964,13.6,5.454752147224869,2.1,0.7378647873726217
no_jaccard,3.0,25,l2,window,0.6667486519074779,0.12732823208087748,0.6383639704816225,0.12561733664762206,9.85,3.369205130275766,3.4,0.699205898780101
no_jaccard,4.0,25,l2,window,0.6667486519074779,0.12732823208087748,0.6383639704816225,0.12561733664762206,9.85,3.369205130275766,3.4,0.699205898780101
fit_quality,4.0,25,rbf,window,0.6662614254826996,0.12690532553251482,0.5755228509653992,0.1502044657756379,13.583333333333334,5.527289202305767,1.8,0.7888106377466155
residuals,5.0,25,l2,window,0.6649051310637834,0.12778640674533454,0.5783435954609001,0.15886520925911785,12.933333333333334,5.613145945671412,2.3,0.9486832980505139
all,6.0,25,l2,window,0.6592420511603861,0.12546749432153287,0.6270507689874391,0.12293864265237962,10.158333333333333,3.3654586208115918,3.4,0.699205898780101
all,8.0,25,l2,window,0.6592420511603861,0.12546749432153287,0.6270507689874391,0.12293864265237962,10.158333333333333,3.3654586208115918,3.4,0.699205898780101
all,7.0,25,l2,window,0.6592420511603861,0.12546749432153287,0.6270507689874391,0.12293864265237962,10.158333333333333,3.3654586208115918,3.4,0.699205898780101
residuals,6.0,25,l2,window,0.6571056937909403,0.12469282950389292,0.5590113875818805,0.15136953493436164,13.733333333333334,5.3978733809748665,2.2,0.9189365834726814
fit_quality,3.0,25,rbf,10,0.6560424941916012,0.13129887235498275,0.5740016550498691,0.15433333246193065,12.9375,5.834895624125974,2.4,1.1737877907772674
all,3.0,30,rbf,5,0.6527471046030265,0.15271345438322814,0.5716608758727196,0.17118834103121514,13.291666666666666,6.583538440311693,2.4,0.9660917830792959
all,3.0,30,rbf,10,0.6527471046030265,0.15271345438322814,0.5716608758727196,0.17118834103121514,13.291666666666666,6.583538440311693,2.4,0.9660917830792959
all,3.0,30,rbf,window,0.6516234757800856,0.24711107906788268,0.5762469515601712,0.2506475896284924,16.083333333333332,13.69897941589216,1.6,0.8432740427115678
fit_quality,4.0,30,rbf,window,0.6513511773982923,0.13546703033579438,0.5710356881299178,0.15128760849126827,14.583333333333334,6.446000769929052,1.5,0.7071067811865475
