channels,penalty,window_size,pelt_model,min_size_opt,composite_mean,composite_std,ari_mean,ari_std,location_error_mean,location_error_std,n_detected_mean,n_detected_std
r2_only,5.0,20,l2,5,0.665273006534508,0.07461965203292369,0.5327793464023495,0.09977930998031209,9.075,2.1266605712208015,4.1,0.9944289260117534
residuals,8.0,20,l2,window,0.6647522786147775,0.11202435313521969,0.5735878905628884,0.1040752151322813,9.229166666666668,2.7128701317703827,3.0,0.816496580927726
residuals,7.0,20,l2,window,0.6647522786147775,0.11202435313521969,0.5735878905628884,0.1040752151322813,9.229166666666668,2.7128701317703827,3.0,0.816496580927726
r2_only,3.0,15,l2,10,0.6645905372549105,0.07912925754761037,0.5706705983193447,0.05213831077166658,7.901904761904762,1.080542250237234,4.9,1.1972189997378648
residuals,6.0,20,l2,10,0.6643680084216953,0.07352415173201117,0.5815967311291049,0.08464256312641637,7.738392857142857,1.8265559046524174,5.1,1.5951314818673865
importance,6.0,30,l2,10,0.6643506436501302,0.09575940701499518,0.604867953966927,0.10514132069862842,7.458333333333334,2.503238642979072,5.4,0.6992058987801011
residuals,4.0,15,l2,window,0.6634756715967691,0.03607748216571264,0.6197432479554429,0.06492218091986061,6.621547619047618,1.554362541585068,5.4,1.07496769977314
r2_only,3.0,15,l2,window,0.6633716143968544,0.11114441417594842,0.5574532287937088,0.10534493642285703,9.225833333333334,3.7740656803054264,3.7,1.1595018087284057
r2_only,4.0,20,l2,10,0.6626865918968463,0.07142554203715168,0.5464874695079783,0.09491109218910601,8.426190476190476,2.275580351471693,4.5,1.1785113019775793
fit_quality,5.0,15,l2,window,0.6624446380569384,0.07387745013818098,0.627954514209115,0.08266848170152367,6.366547619047619,1.559853801066122,5.7,0.6749485577105528
r2_only,6.0,20,l2,5,0.6621234667588085,0.09682051521302917,0.5297302668509503,0.1080518881968361,9.345833333333335,2.54905952761183,3.7,0.9486832980505138
residuals,7.0,20,l2,10,0.6611272604406809,0.09235097094579504,0.5423711875480286,0.11097453371310195,9.454166666666667,3.4928526006866445,4.2,1.2292725943057186
residuals,8.0,15,l2,window,0.6608592635309,0.11487104313109321,0.5253185270618,0.10364035500591465,10.3,3.5788516331842644,3.4,0.699205898780101
residuals,8.0,25,l2,10,0.660592396464895,0.15066933883005262,0.5354381262631234,0.1523165194091954,10.076666666666666,5.400922703518606,3.5,0.97182531580755
fit_quality,8.0,15,l2,window,0.6604751854504418,0.10866721956130572,0.6009870375675505,0.1405413806034702,7.780833333333334,4.414300641587633,5.0,1.1547005383792515
residuals,7.0,30,l2,10,0.6591319221444001,0.15461612980311001,0.5659471776221335,0.14372928167604235,9.529166666666667,5.034642719678807,3.2,1.2292725943057183
r2_only,5.0,25,l2,5,0.6590089100690635,0.07006556489052693,0.5415763915666983,0.11898664525142265,8.629880952380953,3.305804333804232,4.5,1.2692955176439846
fit_quality,4.0,15,l2,window,0.6589803419446288,0.07913146910357627,0.6323021124606863,0.07716757830864351,6.195119047619047,1.3662571573204854,5.8,0.7888106377466155
r2_resid,8.0,30,l2,5,0.658519071666225,0.1124509174647398,0.6112071909514978,0.09884628630147226,6.736309523809524,1.5440334175080073,5.7,1.1595018087284057
r2_only,3.0,20,l2,10,0.6575926104017744,0.07311380500294123,0.5567376017559298,0.09963129657235498,7.907142857142857,2.3361950651031145,5.0,1.563471919941143
residuals,3.0,15,l2,window,0.6573220646589099,0.06197922662273164,0.6306155578892485,0.06102984171707829,6.330952380952381,1.3172140714602585,5.8,0.7888106377466155
r2_only,4.0,15,l2,5,0.6553643932613346,0.06357263876047808,0.5187921198560024,0.08483295688013316,9.560833333333333,2.523540557321091,3.9,0.9944289260117533
importance,7.0,15,l2,window,0.6548088861032182,0.12546236248172185,0.5346344388731029,0.14022932510776628,9.8625,4.408299639302726,3.6,0.9660917830792959
all,5.0,25,l2,window,0.654479426806293,0.03971925414432492,0.5596421869459193,0.053822347731169694,9.779166666666667,2.1481626156920224,3.0,0.0
